6.045255080061998342e+03,-2.684241344308255975e+03,-7.640041826614372440e+03,1.321929447790499762e+04,-8.188918428118362499e+03,-1.233118589433210764e+04,1.628168290610889926e+03,-6.729210276716900808e+03,-7.164349057152937348e+03,-7.357241687127446312e+03,-5.774581725266252761e+03,2.956072260683110926e+03,1.360292403228725789e+03,5.518403602188358491e+03,7.255795297510895580e+03,5.106539856447470811e+03,5.189181032015691017e+03,-2.907781730580893054e+03,-2.645416133470664590e+03,3.030685984665987235e+03,-5.138177676800306472e+03,-7.417499671586582508e+02,-1.804848861384164820e+03,-8.389152022479329673e+01,4.074392375204857899e+02,-1.168270716430710081e+03,3.682142655563957305e+03,7.199289129265854399e+02,5.445736867956148899e+02,6.677902891140166730e+02,-2.072693199514028947e+03,4.693574147473838707e+02,-3.849353141992287988e+02,-4.482875181811285756e+02,-3.748777466132953577e+02,5.816858428517167567e+02,2.082587414494100244e+02,-4.316251770707019375e+01
1.330514965835271869e+04,2.482935532046148364e+04,1.658304605804868334e+04,1.124273699217013564e+04,7.570224570231670441e+03,-8.684952639025961616e+03,-1.239693181524259899e+03,3.581617109635350971e+03,1.651094909840739774e+03,-3.263829526663242177e+03,2.768165323743581212e+03,-8.570646741776610043e+02,1.190857970811410951e+03,-1.015060237654223670e+03,2.501692108815579445e+02,-3.821376297321279708e+03,-1.305879738577911667e+03,-2.096210761124739292e+03,1.450731526997299625e+03,-1.660670987758713864e+03,6.296589252927176403e+02,1.597583508850174439e+03,-1.719119980391516492e+03,1.076032924895219367e+03,-3.211478401951563683e+03,-5.666084959531956429e+02,-5.045659564265836821e+02,-1.852105259733605180e+03,1.978371992967891515e+02,-1.153004864302444759e+02,6.127170557737026684e+02,1.904186685286240674e+02,1.309049946845122179e+02,2.623809825576652770e+02,1.206451983296128958e+02,1.115658935184487746e+03,1.332248963105415100e+02,2.458527875597084460e+02
-2.021467889547957157e+03,4.416110958683586432e+03,-6.931646116226555023e+03,-8.957982525326722680e+03,-1.034997524652958418e+03,-2.379078909050306720e+03,4.745943016084846931e+03,1.449893112971500614e+03,-2.774112038848747019e+01,1.351696012407931846e+02,7.458577125747468926e+03,1.187087553098777789e+03,-1.960372797303441757e+03,-1.162008670286280676e+03,-3.545396461075944899e+03,-2.687244320891823918e+03,1.585860927305038786e+02,-6.019183272443283386e+03,-1.435689304801073149e+03,4.932714927582021119e+03,-3.333994564222284680e+03,3.597365350724716791e+03,-4.675620275501058245e+02,-3.652216340225751082e+03,-6.497234885604713782e+03,-7.900216273816672583e+02,-1.108934532081932048e+03,2.474813302657103577e+03,-1.736284116009817126e+03,8.435530513281692038e+03,-2.839528841380110407e+03,4.910316894594882342e+02,-5.077416322889144794e+03,1.095275986777734943e+03,-2.117742651353837573e+03,1.016085218841853589e+03,8.221698780793873595e+01,1.401572980145308975e+03
5.451705720481747903e+02,-6.570483570463146634e+02,-2.657878627592966495e+03,-4.302593530717403155e+03,1.482379334861414009e+03,-6.239758373453402783e+03,-9.704288918926798715e+02,-5.748004456872357878e+03,6.967777227915649746e+03,1.621125534682282478e+03,6.298298843982180415e+02,6.112552265130397018e+02,-4.867807243550296334e+03,4.852538672859932376e+03,-3.426415940256659269e+03,-5.354477038368583635e+03,3.230518301644593066e+03,4.589477398563934912e+03,-4.523592832190875583e+02,-8.953519003616679584e+02,-3.991452670694710378e+03,1.583969685269992397e+03,6.296416525991640810e+03,-4.255473985205082499e+03,-3.036920048814195070e+03,2.170926125731005413e+03,5.229361324252351551e+03,-5.271732757873331138e+03,7.042605343580084991e+03,8.741629774167960250e+02,1.221228578441977106e+03,-4.177638065288119833e+03,4.344412064256096528e+03,7.854799217827096527e+02,1.210094012467115817e+03,-7.315702322556518311e+02,-2.857034423577425741e+02,2.258518717427947706e+02
5.393827329014828138e+03,-9.733539069453527190e+03,3.233182217775430217e+03,4.439459810718222798e+03,-6.932760311730061403e+03,2.473888668000484813e+03,-1.096740767743640390e+04,-4.487445855556267816e+03,4.359174941259230422e+02,2.068823072263709037e+03,7.248970606526372649e+03,1.266986601186056578e+04,1.027271185031450295e+04,-4.311114050208214394e+03,3.671054782896662232e+02,-2.321931551864257926e+03,-6.002490799712902117e+03,1.180133876253142034e+03,-2.878114003166574548e+03,4.327643530706693014e+02,-1.295674193075840549e+03,4.203078900807766331e+03,2.821511739150191715e+03,1.263888450370527153e+03,-6.393115177777643794e+02,-3.029144020089533569e+03,-2.441838566632402035e+03,9.844915959402318322e+02,3.804852874816129315e+03,-1.201370701540768778e+03,4.223397543391446902e+02,8.283810719016445319e+02,-3.957772367881318587e+02,2.163656024128836179e+03,-5.591255321761050254e+02,-4.414403848066496607e+02,7.165523720506698737e+02,1.807196070529569397e+03
3.892420670308733861e+03,-8.487514913837509084e+03,5.848289332503535661e+03,3.445525343724916183e+03,-6.495519202818223675e+03,3.502693141075834319e+03,-1.892366941352155436e+03,2.552061874435220034e+03,-2.946641838762152929e+03,-1.787355807336771250e+03,1.509894892331997198e+03,1.616853296943836312e+03,-2.800276561369892988e+03,-3.727182289332842629e+03,2.698594565638226413e+03,-1.484987460491835009e+03,1.641858357521418384e+03,1.249227447953925321e+03,5.004560259100753683e+03,-2.236472316204891285e+03,1.997596128305357297e+03,-4.547621204439576104e+03,1.103075197517781817e+03,-4.556374163119191508e+03,-3.366895607363230738e+02,2.107800634190996334e+03,-3.393454382871636881e+03,-5.716118976911588106e+03,-5.724884401159732988e+03,1.782600004152809788e+03,-7.959425692285825789e+03,-4.888806435196233906e+03,2.372460125871534274e+03,-6.131151058448057256e+02,6.840223535057184563e+02,1.010723098292161581e+03,2.160167529858247804e+02,2.611048085698880641e+03
-5.692917962146198718e+00,-3.579031363667276764e+03,2.564462440498912656e+03,-4.925963290915139623e+03,-1.635236592214079792e+03,-1.207727733167851966e+03,1.044760119758690507e+03,-1.194138041978669207e+03,5.673061407598681853e+02,-1.373244273591727278e+03,-3.589557285591087293e+03,-5.457082088206760091e+03,-1.460619235997902933e+03,1.637446275168835882e+03,1.499236053336210261e+02,-4.080029516764436721e+03,1.480472735900720409e+03,4.547700928202248178e+02,1.089052577432866201e+03,-4.374601887292842548e+03,-1.092681871655932127e+03,1.066319258632759556e+03,2.031046928198151818e+03,-1.540862859490236588e+03,1.016035803903652948e+02,-4.163737520323079480e+03,-4.736105970022076121e+02,-1.349718049944901850e+03,-1.328348177545224416e+03,-1.254480936197192705e+03,-3.314858685249221708e+03,9.527970785688708929e+03,9.328319766529838262e+02,6.343642382639146490e+03,8.706321125953362525e+02,1.347071536122513180e+03,6.583350966983898616e+02,4.218468047697401744e+02
1.158241688208567393e+04,-3.611370442169671151e+03,3.262815313886335389e+02,-4.486491649562825842e+03,3.743659006540486644e+03,8.326717873497051187e+03,3.250155470785616217e+03,-6.642564114490747897e+02,4.762748742554365435e+02,3.017020625488253813e+02,6.222451030495940358e+03,-9.117362568537088009e+03,2.944532441781751913e+03,1.784648175592393045e+03,1.289560135482168698e+04,1.761657532040865135e+02,-3.527612923526454324e+03,2.902762333957983856e+02,6.617283991438335761e+03,6.912673509890339119e+03,5.733029413493189850e+02,2.633891017761263811e+03,3.570996773141809172e+03,4.925054519960791367e+03,1.781083731903826219e+02,5.820667432146169631e+02,5.689166025568040823e+03,-6.642575213097463802e+02,6.346245539166902745e+02,9.067000805840839348e+02,-2.553403379957009065e+02,1.519312708178841547e+02,-3.957798816991677313e+02,-1.181468624537203596e+03,2.062670150147777974e+02,-9.355268567496652850e+02,7.423128062374020146e+02,8.748368175833725218e+02
-8.319885298071823172e+02,-1.838646299012460986e+03,9.134088962211098988e+03,-1.729542005534847931e+03,-2.809237925901735252e+03,7.511949337438401244e+02,-6.841340556262451173e+03,2.587600379576251726e+02,1.898568444482145196e+03,-7.023939478605186650e+02,-8.593418904629422173e+01,-2.545955890285306396e+03,3.083277615877674407e+02,2.031989603910359392e+03,-7.889681973783173135e+02,1.013032205584546318e+03,2.893590278883729752e+03,1.485765715069577482e+03,1.798528229029922159e+03,4.914386813251857120e+02,-1.500935879357517251e+03,-1.825892320958311302e+03,2.554157063832326457e+03,-5.651115968856685186e+02,1.460177466687923015e+03,-2.930043838619863891e+03,3.351105407303707125e+03,2.840308404899425568e+03,-3.837246338994736561e+03,-6.890018426026971383e+02,-7.278204550181675359e+02,-2.933440279470414680e+03,-2.593386608204055847e+03,5.799581918868683715e+03,-3.725140156896378812e+03,-2.153844501390006371e+03,-1.195865774146390777e+03,-6.410759312581691120e+03
5.132093041978351948e+02,3.502154052568404040e+03,-5.802704829095617242e+03,1.567173202950670020e+04,4.471451690125411915e+03,2.059072089637910540e+04,-4.583431669900662200e+03,-6.542012171435724667e+03,-6.670281468021232740e+02,3.024914143721759956e+03,3.455437545000705541e+03,-1.277802172225165577e+03,-8.793582328847805911e+03,5.915625648359976367e+03,-3.918890217594579099e+03,-2.247851206674617515e+03,2.551394319661299960e+03,-5.559579412734810830e+03,-2.492193530336616732e+03,-1.757660575561447160e+02,-1.318990724255691930e+03,3.838225765296932934e+01,-1.540271338483359386e+03,4.519997168505479408e+02,-2.814682772077280219e+02,-5.243834972288226481e+02,-1.648596497022672054e+02,2.305304040308160722e+02,2.179480438275688812e+02,-7.086669478031473091e+02,-7.748850261540583233e+02,8.333128033824789327e+02,1.879223274884037664e+02,3.934779858563890684e+02,7.611007794718995001e+02,-5.519884063436563792e+02,-2.669217180594326351e+02,-1.559251884274868019e+02
